age_bin,collection_date,positive_result,positivity_7day
45-64,2022-06-14,FluA,0.004683846135009792
45-64,2022-06-15,FluA,0.004853899241403463
45-64,2022-06-16,FluA,0.004546011394307473
45-64,2022-06-17,FluA,0.004224903924056137
45-64,2022-06-18,FluA,0.004272031430409934
45-64,2022-06-19,FluA,0.003845470402509134
45-64,2022-06-20,FluA,0.00426633460220525
45-64,2022-06-21,FluA,0.003738914195055779
45-64,2022-06-22,FluA,0.003773561894262281
45-64,2022-06-23,FluA,0.0035547778704241055
<18,2021-11-02,FluA,0.0035729872331321287
<18,2021-11-03,FluA,0.0032615577868747377
<18,2021-11-04,FluA,0.0031556688274996837
<18,2021-11-05,FluA,0.002560399165909346
<18,2021-11-06,FluA,0.002434099195216335
<18,2021-11-07,FluA,0.0019629830174491877
<18,2021-11-08,FluA,0.002075471735324823
<18,2021-11-09,FluA,0.001953534150097239
<18,2021-11-10,FluA,0.001959135265048592
<18,2021-11-11,FluA,0.0018428279785290978
<18,2021-11-12,FluA,0.0016529945911987122
<18,2021-11-13,FluA,0.0018831588429745934
<18,2021-11-14,FluA,0.0022532792233107826
<18,2021-11-15,FluA,0.002202644969647754
<18,2021-11-16,FluA,0.0023481260539528364
<18,2021-11-17,FluA,0.0025819507863891083
<18,2021-11-18,FluA,0.0025543553799485274
<18,2021-11-19,FluA,0.0027495704173424998
<18,2021-11-20,FluA,0.0034135352305653816
<18,2021-11-21,FluA,0.0037810237315051656
<18,2021-11-22,FluA,0.004145113380174799
<18,2021-11-23,FluA,0.004601437478169305
<18,2021-11-24,FluA,0.004912646933889898
<18,2021-11-25,FluA,0.004617182315777917
<18,2021-11-26,FluA,0.004905580963498264
<18,2021-11-27,FluA,0.004437406872242545
<18,2021-11-28,FluA,0.004297295359273674
<18,2021-11-29,FluA,0.004567501757268785
<18,2021-11-30,FluA,0.005098327193908784
<18,2021-12-01,FluA,0.00539510768041962
<18,2021-12-02,FluA,0.0064950664319664364
<18,2021-12-03,FluA,0.007215310084640124
<18,2021-12-04,FluA,0.009334582182158433
<18,2021-12-05,FluA,0.009903950283252857
<18,2021-12-06,FluA,0.011518254835895367
<18,2021-12-07,FluA,0.011700748215676456
<18,2021-12-08,FluA,0.012590769205146969
<18,2021-12-09,FluA,0.0133092567730648
<18,2021-12-10,FluA,0.014039024041794149
<18,2021-12-11,FluA,0.014118801025577743
<18,2021-12-12,FluA,0.015027219649180811
<18,2021-12-13,FluA,0.016174710545230873
<18,2021-12-14,FluA,0.01736976146697794
<18,2021-12-15,FluA,0.01733167040142573
<18,2021-12-16,FluA,0.017497351066088063
<18,2021-12-17,FluA,0.018023833622327793
<18,2021-12-18,FluA,0.0196616063736079
<18,2021-12-19,FluA,0.020879483540643205
<18,2021-12-20,FluA,0.020282990662716306
<18,2021-12-21,FluA,0.02042701917359699
<18,2021-12-22,FluA,0.020538974826307094
<18,2021-12-23,FluA,0.020839039333566806
<18,2021-12-24,FluA,0.020034069227684848
<18,2021-12-26,FluA,0.017080800378299947
<18,2021-12-27,FluA,0.015030149532915486
<18,2021-12-28,FluA,0.013120031531976769
<18,2021-12-29,FluA,0.011116017171874394
<18,2021-12-30,FluA,0.010114499060008095
<18,2021-12-31,FluA,0.008695704985742955
<18,2022-01-01,FluA,0.006811874530483928
<18,2022-01-02,FluA,0.005739667119870072
<18,2022-01-03,FluA,0.004737079110381249
<18,2022-01-04,FluA,0.003962253606100424
<18,2022-01-05,FluA,0.003997885834425771
<18,2022-01-06,FluA,0.0035589599687655808
<18,2022-01-07,FluA,0.0032793093788487113
<18,2022-01-08,FluA,0.0037808138923893335
<18,2022-01-09,FluA,0.0036742995272664885
<18,2022-01-10,FluA,0.0037710231257375333
<18,2022-01-11,FluA,0.003910316350976173
<18,2022-01-12,FluA,0.003565827493044912
<18,2022-01-13,FluA,0.003786569148726736
<18,2022-01-14,FluA,0.0033209713062631293
<18,2022-01-15,FluA,0.0031704671437228584
<18,2022-01-16,FluA,0.0034798159513211593
<18,2022-01-17,FluA,0.003137805601275467
<18,2022-01-18,FluA,0.003079761624536351
<18,2022-01-19,FluA,0.0030025888675892748
<18,2022-01-20,FluA,0.002875575016939911
<18,2022-01-21,FluA,0.0031803150889451264
<18,2022-01-22,FluA,0.003162963183699099
<18,2022-01-23,FluA,0.0029888268156452362
<18,2022-01-24,FluA,0.0035439533991827054
<18,2022-01-25,FluA,0.0035386323566514006
<18,2022-01-26,FluA,0.003540957859874443
<18,2022-01-27,FluA,0.0042776266705772
<18,2022-01-28,FluA,0.004617308571897129
<18,2022-01-29,FluA,0.005430531318172052
<18,2022-01-30,FluA,0.005816961108395879
<18,2022-01-31,FluA,0.0062879945620330085
<18,2022-02-01,FluA,0.0068125163607246015
<18,2022-02-02,FluA,0.007220567686484838
<18,2022-02-03,FluA,0.006957178880684921
<18,2022-02-04,FluA,0.007255401297873325
<18,2022-02-05,FluA,0.0075259645495010605
<18,2022-02-06,FluA,0.008131435552852352
<18,2022-02-07,FluA,0.008366016572414911
<18,2022-02-08,FluA,0.008552621204895831
<18,2022-02-09,FluA,0.008643496801839312
<18,2022-02-10,FluA,0.009584244041184447
<18,2022-02-11,FluA,0.010354519222693842
<18,2022-02-12,FluA,0.011186803564188719
<18,2022-02-13,FluA,0.011656551472313648
<18,2022-02-14,FluA,0.012505355316530365
<18,2022-02-15,FluA,0.012846264407439455
<18,2022-02-16,FluA,0.013442857122503468
<18,2022-02-17,FluA,0.012696892856733031
<18,2022-02-18,FluA,0.011717795264956199
<18,2022-02-19,FluA,0.011287912694545016
<18,2022-02-20,FluA,0.010823726957284263
<18,2022-02-21,FluA,0.011699510811700967
<18,2022-02-22,FluA,0.01207761029303298
<18,2022-02-23,FluA,0.012288512067315039
<18,2022-02-24,FluA,0.013983386141815709
<18,2022-02-25,FluA,0.014459202410871072
<18,2022-02-26,FluA,0.013909207465971669
<18,2022-02-27,FluA,0.015465098160068956
<18,2022-02-28,FluA,0.014818547372123193
<18,2022-03-01,FluA,0.015016478050599354
<18,2022-03-02,FluA,0.014053123365659684
<18,2022-03-03,FluA,0.012838772421510007
<18,2022-03-04,FluA,0.012869529405154529
<18,2022-03-05,FluA,0.015141600768134983
<18,2022-03-06,FluA,0.016927315053849267
<18,2022-03-07,FluA,0.01714022585085904
<18,2022-03-08,FluA,0.01779811423536816
<18,2022-03-09,FluA,0.01822795280042507
<18,2022-03-10,FluA,0.01805860857418118
<18,2022-03-11,FluA,0.01858864689223793
<18,2022-03-12,FluA,0.017444815794188388
<18,2022-03-13,FluA,0.015474091886558777
<18,2022-03-14,FluA,0.01579019282849529
<18,2022-03-15,FluA,0.014566460176716835
<18,2022-03-16,FluA,0.014355428009995239
<18,2022-03-17,FluA,0.014294890936369925
<18,2022-03-18,FluA,0.013862034348147964
<18,2022-03-19,FluA,0.013960831714749064
<18,2022-03-20,FluA,0.014080569289217254
<18,2022-03-21,FluA,0.013914337643961416
<18,2022-03-22,FluA,0.01506507204939872
<18,2022-03-23,FluA,0.016066269974896862
<18,2022-03-24,FluA,0.016880705338083234
<18,2022-03-25,FluA,0.017278266960134653
<18,2022-03-26,FluA,0.019449922139060154
<18,2022-03-27,FluA,0.020695041125282802
<18,2022-03-28,FluA,0.020895011399971703
<18,2022-03-29,FluA,0.021659970101045294
<18,2022-03-30,FluA,0.02267577996141514
<18,2022-03-31,FluA,0.02199750865289173
<18,2022-04-01,FluA,0.023288038995975733
<18,2022-04-02,FluA,0.021411501193015242
<18,2022-04-03,FluA,0.020938891096345
<18,2022-04-04,FluA,0.023033786382935118
<18,2022-04-05,FluA,0.023089657412282645
<18,2022-04-06,FluA,0.024342176002414288
<18,2022-04-07,FluA,0.026943978033679213
<18,2022-04-08,FluA,0.027718767815214523
<18,2022-04-09,FluA,0.029247048035572078
<18,2022-04-10,FluA,0.029390840090139318
<18,2022-04-11,FluA,0.029810107334255573
<18,2022-04-12,FluA,0.031225486492461183
<18,2022-04-13,FluA,0.031040474204402774
<18,2022-04-14,FluA,0.030627675162868774
<18,2022-04-15,FluA,0.03024725905551499
<18,2022-04-16,FluA,0.03013517746368846
<18,2022-04-17,FluA,0.026382362852730244
<18,2022-04-18,FluA,0.024525003316008993
<18,2022-04-19,FluA,0.02761772230939515
<18,2022-04-20,FluA,0.026854679584981368
<18,2022-04-21,FluA,0.028324028825031242
<18,2022-04-22,FluA,0.028166611112769576
<18,2022-04-23,FluA,0.0257591364950155
<18,2022-04-24,FluA,0.02793304953849376
<18,2022-04-25,FluA,0.03005571879508392
<18,2022-04-26,FluA,0.02754826259074151
<18,2022-04-27,FluA,0.02894193420330713
<18,2022-04-28,FluA,0.030990378453586247
<18,2022-04-29,FluA,0.03271925375845488
<18,2022-04-30,FluA,0.037483659520759806
<18,2022-05-01,FluA,0.04174751471762489
<18,2022-05-02,FluA,0.04347922337087554
<18,2022-05-03,FluA,0.043497033527726776
<18,2022-05-04,FluA,0.044898531861493896
<18,2022-05-05,FluA,0.042492278620312254
<18,2022-05-06,FluA,0.041666343726580755
<18,2022-05-07,FluA,0.04045568330049128
<18,2022-05-08,FluA,0.0399406821769449
<18,2022-05-09,FluA,0.04070760893919736
<18,2022-05-10,FluA,0.041288006230504506
<18,2022-05-11,FluA,0.04021340952536357
<18,2022-05-12,FluA,0.039877522947719506
<18,2022-05-13,FluA,0.040902483117661086
<18,2022-05-14,FluA,0.04241258150075155
<18,2022-05-15,FluA,0.04055629246033365
<18,2022-05-16,FluA,0.03772340819961623
<18,2022-05-17,FluA,0.03739747577717202
<18,2022-05-18,FluA,0.03758471694379464
<18,2022-05-19,FluA,0.0376763725229927
<18,2022-05-20,FluA,0.03832461291757989
<18,2022-05-21,FluA,0.036265640871714
<18,2022-05-22,FluA,0.0394324358513928
<18,2022-05-23,FluA,0.04108900099172139
<18,2022-05-24,FluA,0.04152454573939587
<18,2022-05-25,FluA,0.040294420800783846
<18,2022-05-26,FluA,0.04090447139617477
<18,2022-05-27,FluA,0.03899632619216449
<18,2022-05-28,FluA,0.039726182389008206
<18,2022-05-29,FluA,0.0382503760475959
<18,2022-05-30,FluA,0.034530445987740355
<18,2022-05-31,FluA,0.03374579197523136
<18,2022-06-01,FluA,0.03417078422797675
<18,2022-06-02,FluA,0.033566604011680226
<18,2022-06-03,FluA,0.03264866644564795
<18,2022-06-04,FluA,0.029596661995858243
<18,2022-06-05,FluA,0.02621750509570452
<18,2022-06-06,FluA,0.0253592073809418
<18,2022-06-07,FluA,0.022471531672216393
<18,2022-06-08,FluA,0.02054871741772559
<18,2022-06-09,FluA,0.018034906818762853
<18,2022-06-10,FluA,0.016904744965531644
<18,2022-06-11,FluA,0.017071970899779517
<18,2022-06-12,FluA,0.01732768649588576
<18,2022-06-13,FluA,0.01697681599674734
<18,2022-06-14,FluA,0.01635743957293152
<18,2022-06-15,FluA,0.014877293019481184
<18,2022-06-16,FluA,0.014596558570377742
<18,2022-06-17,FluA,0.013949054915966328
<18,2022-06-18,FluA,0.012505203797773538
<18,2022-06-19,FluA,0.012520454930888521
<18,2022-06-20,FluA,0.011921863003696189
<18,2022-06-21,FluA,0.011324283117591868
<18,2022-06-22,FluA,0.010687909719578994
<18,2022-06-23,FluA,0.009397003608527146
>=65,2021-11-02,FluA,0.00804183703596927
>=65,2021-11-03,FluA,0.006835018511304918
>=65,2021-11-04,FluA,0.004391489172858982
>=65,2021-11-05,FluA,0.002828898324553848
>=65,2021-11-06,FluA,0.0016579969359058852
>=65,2021-11-07,FluA,0.0012724528224610295
>=65,2021-11-08,FluA,0.0008192816883151865
>=65,2021-11-09,FluA,0.0008973030661727194
>=65,2021-11-10,FluA,0.0008973030661727194
>=65,2021-11-11,FluA,0.0007605356498274369
>=65,2021-11-12,FluA,0.000821430525160543
>=65,2021-11-13,FluA,0.0008133398178613924
>=65,2021-11-14,FluA,0.0007014704812465586
>=65,2021-11-15,FluA,0.0008334207707277692
>=65,2021-11-16,FluA,0.0009701145374451001
>=65,2021-11-17,FluA,0.0011847221631694008
>=65,2021-11-18,FluA,0.001115742374247555
>=65,2021-11-19,FluA,0.0010972899331670274
>=65,2021-11-20,FluA,0.00117125981425857
>=65,2021-11-21,FluA,0.001259497703608257
>=65,2021-11-22,FluA,0.0012858587797378077
>=65,2021-11-23,FluA,0.001287812709263767
>=65,2021-11-24,FluA,0.0014257646661089206
>=65,2021-11-25,FluA,0.0014257646661089206
>=65,2021-11-26,FluA,0.0012815788752240226
>=65,2021-11-27,FluA,0.001324543164136369
>=65,2021-11-28,FluA,0.0019113537938989934
>=65,2021-11-29,FluA,0.0020631110248307666
>=65,2021-11-30,FluA,0.0028023633527479996
>=65,2021-12-01,FluA,0.003128191468748278
>=65,2021-12-02,FluA,0.003583311569886078
>=65,2021-12-03,FluA,0.004297299824477581
>=65,2021-12-04,FluA,0.004923942144318838
>=65,2021-12-05,FluA,0.00433637503540686
>=65,2021-12-06,FluA,0.00417573520554292
>=65,2021-12-07,FluA,0.0038672915832646954
>=65,2021-12-08,FluA,0.003742852305941963
>=65,2021-12-09,FluA,0.0043158923693097885
>=65,2021-12-10,FluA,0.003991303663218192
>=65,2021-12-11,FluA,0.0036213686134964804
>=65,2021-12-12,FluA,0.004088672224100586
>=65,2021-12-13,FluA,0.00476779897749771
>=65,2021-12-14,FluA,0.004646740885854212
>=65,2021-12-15,FluA,0.0045119332260462625
>=65,2021-12-16,FluA,0.004128065218747922
>=65,2021-12-17,FluA,0.004411666874506674
>=65,2021-12-18,FluA,0.004580977559613846
>=65,2021-12-19,FluA,0.0049501442090297346
>=65,2021-12-20,FluA,0.004758766816844504
>=65,2021-12-21,FluA,0.005121693693061967
>=65,2021-12-22,FluA,0.0052918570616626946
>=65,2021-12-23,FluA,0.00525570289649433
>=65,2021-12-24,FluA,0.005449118163771521
>=65,2021-12-26,FluA,0.004802595773680327
>=65,2021-12-27,FluA,0.004923824397060647
>=65,2021-12-28,FluA,0.004770637747239831
>=65,2021-12-29,FluA,0.004239585701019904
>=65,2021-12-30,FluA,0.004084644505343061
>=65,2021-12-31,FluA,0.0040525433796635875
>=65,2022-01-01,FluA,0.003130884393488472
>=65,2022-01-02,FluA,0.0034639995435610895
>=65,2022-01-03,FluA,0.002846151415252525
>=65,2022-01-04,FluA,0.0024462445191777045
>=65,2022-01-05,FluA,0.0022301435739343384
>=65,2022-01-06,FluA,0.0020072328936524323
>=65,2022-01-07,FluA,0.0016598406221347633
>=65,2022-01-08,FluA,0.0017816284677077754
>=65,2022-01-09,FluA,0.0015124543556744
>=65,2022-01-10,FluA,0.001169979418096689
>=65,2022-01-11,FluA,0.0010904660776039998
>=65,2022-01-12,FluA,0.001132544859293503
>=65,2022-01-13,FluA,0.000962488473904779
>=65,2022-01-14,FluA,0.0007798378078643991
>=65,2022-01-15,FluA,0.0006580499622913873
>=65,2022-01-16,FluA,0.0005934538716677988
>=65,2022-01-17,FluA,0.000553281393048562
>=65,2022-01-18,FluA,0.0003924967640590934
>=65,2022-01-19,FluA,0.0002082244095190833
>=65,2022-01-20,FluA,0.00024361281540734468
>=65,2022-01-21,FluA,0.0003329429878283742
>=65,2022-01-22,FluA,0.00039175613844885285
>=65,2022-01-23,FluA,0.0005352738452630596
>=65,2022-01-24,FluA,0.0006208143859191955
>=65,2022-01-25,FluA,0.0006618888950788109
>=65,2022-01-26,FluA,0.0007619639513710301
>=65,2022-01-27,FluA,0.0007715764973874663
>=65,2022-01-28,FluA,0.0007475551954304402
>=65,2022-01-29,FluA,0.0007606017746173771
>=65,2022-01-30,FluA,0.000625166010802843
>=65,2022-01-31,FluA,0.0007249844293561512
>=65,2022-02-01,FluA,0.0007914425832429359
>=65,2022-02-02,FluA,0.0008185211921551163
>=65,2022-02-03,FluA,0.0010324968334108117
>=65,2022-02-04,FluA,0.0009211940341454101
>=65,2022-02-05,FluA,0.0009334173784151825
>=65,2022-02-06,FluA,0.0011650082906661246
>=65,2022-02-07,FluA,0.001227255411736775
>=65,2022-02-08,FluA,0.0011911870522707362
>=65,2022-02-09,FluA,0.0012226754113385664
>=65,2022-02-10,FluA,0.00099632219448957
>=65,2022-02-11,FluA,0.0014279147710972524
>=65,2022-02-12,FluA,0.00204805704913274
>=65,2022-02-13,FluA,0.0019995068152496207
>=65,2022-02-14,FluA,0.001794059233811865
>=65,2022-02-15,FluA,0.0018142875764812743
>=65,2022-02-16,FluA,0.0019251873311847858
>=65,2022-02-17,FluA,0.0019326145758373806
>=65,2022-02-18,FluA,0.0015010219992296983
>=65,2022-02-19,FluA,0.0007967966471170222
>=65,2022-02-20,FluA,0.0011272527940207153
>=65,2022-02-21,FluA,0.001140239834592776
>=65,2022-02-22,FluA,0.0015620523747453877
>=65,2022-02-23,FluA,0.001833226503631656
>=65,2022-02-24,FluA,0.0019361118112103833
>=65,2022-02-25,FluA,0.002249853706211429
>=65,2022-02-26,FluA,0.002493429397357453
>=65,2022-02-27,FluA,0.002051828791136502
>=65,2022-02-28,FluA,0.0019519985026269682
>=65,2022-03-01,FluA,0.0018060502875551418
>=65,2022-03-02,FluA,0.00152181039918531
>=65,2022-03-03,FluA,0.0015734111252486238
>=65,2022-03-04,FluA,0.001741074934905178
>=65,2022-03-05,FluA,0.0023988061387569012
>=65,2022-03-06,FluA,0.0022426781137764172
>=65,2022-03-07,FluA,0.002519533041794136
>=65,2022-03-08,FluA,0.0031237933688114906
>=65,2022-03-09,FluA,0.003435337798055467
>=65,2022-03-10,FluA,0.0031994052747571305
>=65,2022-03-11,FluA,0.003198595509063846
>=65,2022-03-12,FluA,0.002829014952244051
>=65,2022-03-13,FluA,0.003024441960256558
>=65,2022-03-14,FluA,0.0030049872896390968
>=65,2022-03-15,FluA,0.0023100249193089045
>=65,2022-03-16,FluA,0.00199023582219246
>=65,2022-03-17,FluA,0.002878927224103146
>=65,2022-03-18,FluA,0.0028701963317355034
>=65,2022-03-19,FluA,0.003178806128011334
>=65,2022-03-20,FluA,0.003968600794875674
>=65,2022-03-21,FluA,0.003996914823189703
>=65,2022-03-22,FluA,0.004154716516441182
>=65,2022-03-23,FluA,0.004954337068419097
>=65,2022-03-24,FluA,0.004185592889730192
>=65,2022-03-25,FluA,0.004057685650975757
>=65,2022-03-26,FluA,0.0038787251778976367
>=65,2022-03-27,FluA,0.0032471102922711427
>=65,2022-03-28,FluA,0.003789553356453338
>=65,2022-03-29,FluA,0.003354896735184141
>=65,2022-03-30,FluA,0.003055771995408019
>=65,2022-03-31,FluA,0.004017051965050137
>=65,2022-04-01,FluA,0.004056431749847818
>=65,2022-04-02,FluA,0.004570835042028888
>=65,2022-04-03,FluA,0.005615829651379933
>=65,2022-04-04,FluA,0.00543628588993813
>=65,2022-04-05,FluA,0.005932892412037121
>=65,2022-04-06,FluA,0.006191214593633543
>=65,2022-04-07,FluA,0.0060367714600838215
>=65,2022-04-08,FluA,0.006573397068915845
>=65,2022-04-09,FluA,0.0057917067853098525
>=65,2022-04-10,FluA,0.005197934360551513
>=65,2022-04-11,FluA,0.0056362772938359645
>=65,2022-04-12,FluA,0.0055738870114243385
>=65,2022-04-13,FluA,0.005730380006019341
>=65,2022-04-14,FluA,0.005487122946021634
>=65,2022-04-15,FluA,0.005650322580029294
>=65,2022-04-16,FluA,0.005582764522323453
>=65,2022-04-17,FluA,0.004777935548480395
>=65,2022-04-18,FluA,0.004841197568264154
>=65,2022-04-19,FluA,0.005034235523339216
>=65,2022-04-20,FluA,0.004575001200699219
>=65,2022-04-21,FluA,0.005081950391858936
>=65,2022-04-22,FluA,0.00412290323218919
>=65,2022-04-23,FluA,0.005184832971687582
>=65,2022-04-24,FluA,0.005555409217750209
>=65,2022-04-25,FluA,0.004666833795013296
>=65,2022-04-26,FluA,0.00504460472587901
>=65,2022-04-27,FluA,0.0052324568512517
>=65,2022-04-28,FluA,0.00470030850804345
>=65,2022-04-29,FluA,0.005316385282270605
>=65,2022-04-30,FluA,0.004501072946002312
>=65,2022-05-01,FluA,0.005056937315096253
>=65,2022-05-02,FluA,0.005493862132042027
>=65,2022-05-03,FluA,0.005710882710923236
>=65,2022-05-04,FluA,0.0059905559547761
>=65,2022-05-05,FluA,0.006096754101391952
>=65,2022-05-06,FluA,0.006203750044873952
>=65,2022-05-07,FluA,0.005926679009413759
>=65,2022-05-08,FluA,0.005156366419237675
>=65,2022-05-09,FluA,0.005201292907297746
>=65,2022-05-10,FluA,0.00466826879213153
>=65,2022-05-11,FluA,0.004400594537540276
>=65,2022-05-12,FluA,0.004991082093791986
>=65,2022-05-13,FluA,0.0051957200533041484
>=65,2022-05-14,FluA,0.005286440391494606
>=65,2022-05-15,FluA,0.005737569084291562
>=65,2022-05-16,FluA,0.005830719713835863
>=65,2022-05-17,FluA,0.006012778263865552
>=65,2022-05-18,FluA,0.00596234707721973
>=65,2022-05-19,FluA,0.005332957109850669
>=65,2022-05-20,FluA,0.0054943548999799455
>=65,2022-05-21,FluA,0.00549158215934765
>=65,2022-05-22,FluA,0.005331219527671803
>=65,2022-05-23,FluA,0.004970447701707909
>=65,2022-05-24,FluA,0.005033074378394844
>=65,2022-05-25,FluA,0.005010448104471239
>=65,2022-05-26,FluA,0.005225912419314436
>=65,2022-05-27,FluA,0.004853024410607768
>=65,2022-05-28,FluA,0.005268999833034803
>=65,2022-05-29,FluA,0.005546043970871433
>=65,2022-05-30,FluA,0.0050701707434992055
>=65,2022-05-31,FluA,0.004898775255385781
>=65,2022-06-01,FluA,0.005044930158219475
>=65,2022-06-02,FluA,0.005037549076669596
>=65,2022-06-03,FluA,0.004703081011823261
>=65,2022-06-04,FluA,0.004401275058404403
>=65,2022-06-05,FluA,0.004497569233645948
>=65,2022-06-06,FluA,0.005666931930975903
>=65,2022-06-07,FluA,0.005489621188030155
>=65,2022-06-08,FluA,0.005689758648295546
>=65,2022-06-09,FluA,0.005718701042863436
>=65,2022-06-10,FluA,0.006075366665978362
>=65,2022-06-11,FluA,0.005859220285452783
>=65,2022-06-12,FluA,0.005929618452714056
>=65,2022-06-13,FluA,0.005443782754700572
>=65,2022-06-14,FluA,0.005229198270453166
>=65,2022-06-15,FluA,0.00473916819513268
>=65,2022-06-16,FluA,0.004215741560545441
>=65,2022-06-17,FluA,0.004011535715091009
>=65,2022-06-18,FluA,0.004036377722197944
>=65,2022-06-19,FluA,0.003145747155756904
>=65,2022-06-20,FluA,0.002582774707374728
>=65,2022-06-21,FluA,0.0029525510566585584
>=65,2022-06-22,FluA,0.002599747150971762
>=65,2022-06-23,FluA,0.002388730873425192
